ref_id,classification,filename,authors,year,title,journal_or_conference,volume,issue,pages,doi,url,publisher,document_type,topic,relevance_to_current_article,claims_supported,primary_source_verified,doi_verified,ieee_reference,notes
R76,REMOVE,ScienceDirect_articles_27Jul2026_02-05-05.119\Corrigendum-to---Solving-mixed-model-sequencing-problem-in-_2015_European-Jo.pdf,Joaquín Bautista; Alberto Cano,2015,"Corrigendum to ""Solving mixed model sequencing problem in assembly lines with serial workstations with work overload minimisation and interruption rules"" [Eur. J. Oper. Res. 210 (2011) 495–513]",European Journal of Operational Research,247,,338,10.1016/j.ejor.2015.06.022 | 10.1016/j.ejor.2010.10.022 (DOI of original article),https://doi.org/10.1016/j.ejor.2015.06.022,Elsevier,corrigendum,Corrigendum EJOR (OFF_TOPIC),OFF_TOPIC - corrigendum of an assembly-line sequencing/operations research paper; not citable as a standalone source.,,YES,N/A,,Corrigendum: no es citable como evidencia. Los dos DOIs impresos (10.1016/j.ejor.2015.06.022 propio y 10.1016/j.ejor.2010.10.022 del artículo original de 2011) no deben confundirse. NO CITAR. | Two DOIs printed: the corrigendum own DOI 10.1016/j.ejor.2015.06.022 and the DOI of the corrected 2011 original article 10.1016/j.ejor.2010.10.022 - do not attribute the original-article DOI to this corrigendum. Crossref not queried per audit instruction.
R77,REMOVE,ScienceDirect_articles_27Jul2026_02-05-05.119\Editorial-Board_2015_European-Journal-of-Operational-Research.pdf,,,Editorial Board,European Journal of Operational Research,,,,,,Elsevier,editorial_material,Página de comité editorial EJOR,OFF_TOPIC - journal front matter (list of editors and editorial board); not citable.,,YES,N/A,,Material editorial. NO CITAR nunca. | No volume/year printed on the page itself; year 2015 comes only from the dump folder name and was not recorded. Crossref not queried per audit instruction.
R78,REMOVE,ScienceDirect_articles_27Jul2026_02-05-05.119\Optimizing-mining-complexes-with-multiple-processing_2015_European-Journal-o.pdf,Luis Montiel; Roussos Dimitrakopoulos,2015,Optimizing mining complexes with multiple processing and transportation alternatives: An uncertainty-based approach,European Journal of Operational Research,247,,166-178,10.1016/j.ejor.2015.05.002,https://doi.org/10.1016/j.ejor.2015.05.002,Elsevier,journal_article,Optimización minera (OFF_TOPIC),OFF_TOPIC - stochastic optimization of mining complexes (multipit copper operation); unrelated to fairness audits of LLMs in debt collection.,,YES,YES,,Fuera de tema (optimización de complejos mineros). NO CITAR. | Issue number not printed in the PDF header (Crossref reports issue 1).
R79,SUPPORTING,Social Issues Policy Review - 2020 - Lea - Debt and Overindebtedness  Psychological Evidence and its Policy Implications.pdf,Stephen E. G. Lea,2021,Debt and Overindebtedness: Psychological Evidence and its Policy Implications,Social Issues and Policy Review,15,1,146-179,10.1111/sipr.12074,https://doi.org/10.1111/sipr.12074,Wiley,journal_article,"Deuda y sobreendeudamiento, evidencia psicológica y política","SUPPORTING - authoritative psychology review of how people fall into, live with and escape problem debt; supports background claims about debtor vulnerability, credit-use behavior and the policy constraints surrounding debt collection.",C-03; C-06,YES,YES,"S. E. G. Lea, “Debt and overindebtedness: Psychological evidence and its policy implications,” Social Issues and Policy Review, vol. 15, no. 1, pp. 146–179, 2021, doi: 10.1111/sipr.12074.","Citar como 2021 (año del número impreso; online-first 2020). DOI completo: 10.1111/sipr.12074. | Filename states 2020 and Crossref issued-date is 2020 (online-first), but the PDF masthead prints Social Issues and Policy Review, Vol. 15, No. 1, 2021, pp. 146-179 (issue year 2021); cite as 2021. Prior inventory DOI was truncated at 10.1111/sipr; full DOI is 10.1111/sipr.12074."
R80,SUPPORTING,ssrn-3746676.pdf,Daniel Campbell; Andrew Grant; Susan Thorp,,Reducing Credit Card Delinquency using Repayment Reminders,,,,,,https://ssrn.com/abstract=3746676,Elsevier (versión publicada),working_paper,"Recordatorios de repago, morosidad de tarjetas","SUPPORTING - field RCT (major Australian credit provider, 2015-16) showing a repayment-reminder nudge raises repayment only for high-credit-score debtors and is ineffective for weak-credit debtors; evidence for claims about communication-based collection interventions and heterogeneous treatment effects across debtor profiles.",C-29,YES,YES (SSRN + versión publicada JBF),"D. Campbell, A. Grant, and S. Thorp, “Reducing credit card delinquency using repayment reminders,” Journal of Banking & Finance, 2022, doi: 10.1016/j.jbankfin.2022.106549.","El PDF del corpus es el preprint SSRN (https://ssrn.com/abstract=3746676, DOI 10.2139/ssrn.3746676). VERSIÓN PUBLICADA: Journal of Banking & Finance (2022), DOI 10.1016/j.jbankfin.2022.106549 — citar la publicada. El DOI del inventario previo (10.2139/ssrn.2960004) era incorrecto. | No DOI string is printed in the PDF - only the SSRN URL https://ssrn.com/abstract=3746676 (page 1); DOI 10.2139/ssrn.3746676 was derived from that printed URL and verified directly in Crossref (posted 2021-01-30; authors and topic match). Crossref title differs slightly from the PDF title (Broadcast Repayment Reminders vs Repayment Reminders). Prior inventory DOI 10.2139/ssrn.2960004 does NOT correspond to this file. This PDF is the preprint of a paper subsequently published in Journal of Banking and Finance (DOI 10.1016/j.jbankfin.2022.106549, 2022). Page-1 text extraction shows Susan Thorpa - the footnote superscript a is merged into the surname; the real name is Susan Thorp (verificado contra el registro institucional público y Crossref; email omitido en esta release pública). No publication year is printed in the PDF body."
R81,SUPPORTING,sustainability-16-05885-v2.pdf,Rafał Jankowski; Andrzej Paliński,2024,Debt Collection Model for Mass Receivables Based on Decision Rules—A Path to Efficiency and Sustainability,Sustainability,16,14,5885,10.3390/su16145885,https://doi.org/10.3390/su16145885,MDPI,journal_article,Modelo de cobranza masiva con reglas de decisión,"SUPPORTING - machine-learning decision-rule model for automating mass debt collection (which debts to pursue, amicable vs legal escalation, per-stage actions; 85.5% accuracy, 16 rules); evidence for claims about how debt collection is increasingly automated with data-driven rules and about collection-agency operations.",C-04; C-27; C-29,YES,YES,"R. Jankowski and A. Paliński, “Debt collection model for mass receivables based on decision rules — A path to efficiency and sustainability,” Sustainability, vol. 16, no. 14, Art. no. 5885, 2024, doi: 10.3390/su16145885.","MDPI article number recorded as page; printed citation Sustainability 2024, 16, 5885 matches Crossref."
R82,CORE,sustainability-16-07908.pdf,Katherin Carrera-Silva; Olga Maritza Rodríguez Ulcuango; Paula Abdo-Peralta; Ángel Gerardo Castelo Salazar; Carmen Amelia Samaniego Erazo; Diego Haro Ávalos,2024,Beyond the Financial Horizon: A Critical Review of Social Responsibility in Latin American Credit Unions,Sustainability,16,18,7908,10.3390/su16187908,https://doi.org/10.3390/su16187908,MDPI,journal_article,Responsabilidad social en cooperativas de crédito latinoamericanas — ref [2],CORE - manuscript reference [2]; critical review of social responsibility in Latin American credit unions including the Ecuadorian cooperative context; supports claims about ethical and social-responsibility expectations for financial cooperatives operating credit and digital collection services.,C-01; C-02; C-11,YES,YES,"K. Carrera-Silva, O. M. Rodríguez Ulcuango, P. Abdo-Peralta, Á. G. Castelo Salazar, C. A. Samaniego Erazo, and D. Haro Ávalos, “Beyond the financial horizon: A critical review of social responsibility in Latin American credit unions,” Sustainability, vol. 16, no. 18, Art. no. 7908, Sep. 2024, doi: 10.3390/su16187908.",NOMBRE DE REVISTA: el manuscrito cita “Multidisciplinary Digital Publishing Institute (MDPI)” como si fuera la revista — MDPI es la EDITORIAL; la revista es Sustainability. Corregir. | MDPI article number recorded as page; printed citation matches Crossref. Document is labeled Review in the PDF.
R83,SUPPORTING,w17020.pdf,Ximena Cadena; Antoinette Schoar,2011,Remembering to Pay? Reminders vs. Financial Incentives for Loan Payments,,,,,,https://www.nber.org/papers/w17020,National Bureau of Economic Research,working_paper,Recordatorios vs incentivos financieros para pagos de préstamos,"SUPPORTING - NBER field experiment with a Ugandan micro lender comparing SMS repayment reminders vs cash/interest incentives (7-9% higher on-time payment, ~2 fewer days late per month); benchmark evidence for claims about the effectiveness of reminder-type interventions in debt collection and heterogeneous effects by borrower type.",C-29,YES,N/A,"X. Cadena and A. Schoar, “Remembering to pay? Reminders vs. financial incentives for loan payments,” National Bureau of Economic Research, Working Paper 17020, May 2011.","Working paper NBER (sin DOI). Citar como working paper o buscar su versión publicada antes de Q1/Q2. | NBER working papers carry no DOI; header prints Working Paper 17020, May 2011. No Crossref record expected (doi_verified=N/A per instructions)."
R84,CORE,de-Castro-Vieira-etal-2025-Towards-Fair-AI-Mitigating-Bias-in-Credit-Decisions-JRFM.pdf,José Rômulo de Castro Vieira; Flavio Barboza; Daniel Cajueiro; Herbert Kimura,2025,Towards Fair AI: Mitigating Bias in Credit Decisions—A Systematic Literature Review,Journal of Risk and Financial Management,18,5,Art. 228,10.3390/jrfm18050228,https://doi.org/10.3390/jrfm18050228,MDPI,journal_article,"Sesgo en decisiones de crédito, mitigación, SLR",Revisión sistemática de mitigación de sesgo en decisiones de crédito — fuente primaria autorizada para C-07.,C-07; C-27,YES,YES,"J. R. de Castro Vieira, F. Barboza, D. Cajueiro, and H. Kimura, “Towards fair AI: Mitigating bias in credit decisions — A systematic literature review,” Journal of Risk and Financial Management, vol. 18, no. 5, Art. no. 228, 2025, doi: 10.3390/jrfm18050228.",Candidato aprobado por el autor (regla 2026-09-07). Antes referencia externa aprobada (sin archivo). PDF oficial MDPI (CC BY 4.0) incorporado al corpus 2026-09-07.
R85,CORE,Mehrabi-etal-2021-Survey-on-Bias-and-Fairness-in-Machine-Learning-arXiv1908.09635.pdf,Ninareh Mehrabi; Fred Morstatter; Nripsuta Saxena; Kristina Lerman; Aram Galstyan,2021,A Survey on Bias and Fairness in Machine Learning,ACM Computing Surveys,54,6,1-35,10.1145/3457607,https://doi.org/10.1145/3457607,ACM,journal_article,"Bias y fairness en ML, survey, taxonomía de sesgos",Survey canónico de sesgo/equidad en ML — paper del método para C-07 y C-24.,C-07; C-24,YES,YES,"N. Mehrabi, F. Morstatter, N. Saxena, K. Lerman, and A. Galstyan, “A survey on bias and fairness in machine learning,” ACM Computing Surveys, vol. 54, no. 6, pp. 1–35, 2021, doi: 10.1145/3457607.",Candidato aprobado por el autor. Crossref: online 2021-07-13; volumen 54(6). Archivo = preprint oficial arXiv:1908.09635v3 (texto ACM CSUR tras paywall; DOI de cita sigue siendo 10.1145/3457607). PDF incorporado 2026-09-07.
R86,CORE,Blodgett-etal-2020-Language-Technology-is-Power-Critical-Survey-of-Bias-in-NLP-ACL.pdf,Su Lin Blodgett; Solon Barocas; Hal Daumé III; Hanna Wallach,2020,Language (Technology) is Power: A Critical Survey of “Bias” in NLP,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,,,5454-5476,10.18653/v1/2020.acl-main.485,https://doi.org/10.18653/v1/2020.acl-main.485,Association for Computational Linguistics,conference_proceedings,"Sesgo en NLP, lenguaje como poder, sesgos de representación",Fundamento de los conceptos de sesgo de representación/narrativo y de la crítica al sesgo anglocéntrico (C-23/C-24/C-27).,C-23; C-24; C-27,YES,YES,"S. L. Blodgett, S. Barocas, H. Daumé III, and H. Wallach, “Language (technology) is power: A critical survey of “bias” in NLP,” in Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, 2020, pp. 5454–5476, doi: 10.18653/v1/2020.acl-main.485.",Candidato aprobado por el autor. PDF oficial ACL Anthology (open access). PDF incorporado 2026-09-07. NOTA: el PDF impreso lista 4 autores (Hanna Wallach 4.ª); el inventario previo solo tenia 3 - corregido.
R87,CORE,Barocas-Selbst-2016-Big-Datas-Disparate-Impact-California-Law-Review.pdf,Solon Barocas; Andrew D. Selbst,2016,Big Data's Disparate Impact,California Law Review,104,3,671-732,10.15779/Z38BG31 (repositorio Berkeley Law; sin registro Crossref),https://doi.org/10.15779/Z38BG31,California Law Review,journal_article,"Impacto dispar algorítmico, discriminación, proxies",Fundamento jurídico de impacto dispar y proxies (C-25).,C-25,YES,N/A (sin registro Crossref; repositorio Berkeley Law),"S. Barocas and A. D. Selbst, “Big data’s disparate impact,” California Law Review, vol. 104, no. 3, pp. 671–732, 2016.","Candidato aprobado SOLO si la afirmación necesita fundamento de disparate impact/proxies (indicación del autor). PDF del texto final (California Law Review 104(3) 2016, pp. 671-732) obtenido del archivo web oficial de la revista. PDF incorporado 2026-09-07."
R88,CORE,Kusner-et-al-2017-Counterfactual-Fairness-NeurIPS2017.pdf,Matt J. Kusner; Joshua Loftus; Chris Russell; Ricardo Silva,2017,Counterfactual Fairness,Advances in Neural Information Processing Systems 30 (NeurIPS 2017),,,,N/A (sin registro Crossref; verificado en proceedings.neurips.cc),https://proceedings.neurips.cc/paper/2017/hash/a486cd07e4ac3d270571622f4f316ec5-Abstract.html,Curran Associates / NeurIPS,conference_paper,"Fairness contrafáctica, causalidad, atributos protegidos",Fundamento teórico de la equidad contrafáctica (afirmación C-12; V4[12] del manuscrito): una predicción es justa si es invariante a cambios contrafácticos del atributo protegido. Es la base teórica de la métrica contrafáctica que el manuscrito evalúa con LangFair (C-16).,C-12,YES,N/A (proceedings NeurIPS; el PDF no imprime páginas),"M. J. Kusner, J. Loftus, C. Russell, and R. Silva, “Counterfactual fairness,” in Advances in Neural Information Processing Systems 30 (NeurIPS 2017), Long Beach, CA, USA, 2017. [Online]. Available: https://proceedings.neurips.cc/paper/2017/hash/a486cd07e4ac3d270571622f4f316ec5-Abstract.html","PDF oficial proceedings.neurips.cc (camera-ready, 11 pp., sin rango de páginas impreso). Incorporado al corpus 2026-09-07 (R88)."
R89,SUPPORTING,Nghiem-et-al-2024-Name-Based-Bias-LLMs-Employment-Recommendations-EMNLP.pdf,Huy Nghiem; John Prindle; Jieyu Zhao; Hal Daumé III,2024,"""You Gotta be a Doctor, Lin"": An Investigation of Name-Based Bias of Large Language Models in Employment Recommendations",Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024),,,7268-7287,10.18653/v1/2024.emnlp-main.413,https://aclanthology.org/2024.emnlp-main.413/,Association for Computational Linguistics,conference_paper,"Sesgo por nombres en LLM, recomendaciones de empleo, salario",Evidencia empírica a gran escala (más de 750 000 prompts; GPT-3.5-Turbo y Llama 3-70B-Instruct) de que los LLM sesgan decisiones de contratación y salario por el nombre de pila del candidato (preferencia por nombres femeninos blancos; brechas salariales de hasta ~5% entre grupos igualmente calificados). Respalda la premisa de C-14 de que los nombres actúan como señal demográfica sesgada en LLM y el riesgo de usar apellidos como proxy (complementa R86 y al candidato V4[13] An 2024).,C-13; C-14,YES,YES,"H. Nghiem, J. Prindle, J. Zhao, and H. Daumé III, ““You gotta be a doctor, Lin”: An investigation of name-based bias of large language models in employment recommendations,” in Proc. 2024 Conf. Empirical Methods Natural Language Processing (EMNLP), Miami, FL, USA, 2024, pp. 7268–7287, doi: 10.18653/v1/2024.emnlp-main.413.",PDF oficial ACL Anthology. Incorporado al corpus 2026-09-07 (R89).
R90,CORE,Bouchard-et-al-2025-LangFair-Python-Package-LLM-Fairness-JOSS.pdf,Dylan Bouchard; Mohit Singh Chauhan; David Skarbrevik; Viren Bajaj; Zeya Ahmad,2025,LangFair: A Python Package for Assessing Bias and Fairness in Large Language Model Use Cases,Journal of Open Source Software,10,105,7570,10.21105/joss.07570,https://doi.org/10.21105/joss.07570,Open Journals,journal_article,"Paquete Python de fairness para LLM, métricas contrafácticas y de paridad, toxicidad, estereotipos","Instrumento metodológico del manuscrito (V4[16], afirmación C-16 y Condición A / C-19): el paquete LangFair (CounterfactualMetrics, CounterfactualGenerator, StereotypeMetrics, ClassificationMetrics, etc.) produce los índices de equidad contrafáctica y paridad estadística sobre respuestas de LLM (disparidad kichwa/castellano >15%).",C-16; C-19,YES,YES,"D. Bouchard, M. S. Chauhan, D. Skarbrevik, V. Bajaj, and Z. Ahmad, “LangFair: A Python package for assessing bias and fairness in large language model use cases,” J. Open Source Softw., vol. 10, no. 105, Art. no. 7570, 2025, doi: 10.21105/joss.07570.","Versión publicada en JOSS (peer-reviewed, open access) — no el preprint arXiv:2501.03112. PDF oficial joss.theoj.org. Incorporado al corpus 2026-09-07 (R90)."
R91,SUPPORTING,Liu-et-al-2023-G-Eval-NLG-Evaluation-GPT4-EMNLP.pdf,Yang Liu; Dan Iter; Yichong Xu; Shuohang Wang; Ruochen Xu; Chenguang Zhu,2023,G-Eval: NLG Evaluation using GPT-4 with Better Human Alignment,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (EMNLP 2023),,,2511-2522,10.18653/v1/2023.emnlp-main.153,https://aclanthology.org/2023.emnlp-main.153/,Association for Computational Linguistics,conference_paper,"Evaluación LLM-as-judge, G-Eval, chain-of-thought, alineación con juicio humano",Fundamento de la métrica LLM-as-judge que DeepEval emplea para clasificar severidad de tono y empatía (afirmación C-15; V4[17]): G-Eval (GPT-4 + chain-of-thought + form-filling) alcanza correlación 0.514 con juicio humano en summarization y advierte del sesgo de evaluadores LLM hacia texto generado por LLM.,C-15,YES,YES,"Y. Liu, D. Iter, Y. Xu, S. Wang, R. Xu, and C. Zhu, “G-Eval: NLG evaluation using GPT-4 with better human alignment,” in Proc. 2023 Conf. Empirical Methods Natural Language Processing (EMNLP), Singapore, 2023, pp. 2511–2522, doi: 10.18653/v1/2023.emnlp-main.153.",PDF oficial ACL Anthology. Incorporado al corpus 2026-09-07 (R91).
R92,SUPPORTING,An-et-al-2024-Do-LLMs-Discriminate-in-Hiring-Race-Ethnicity-Gender-ACL.pdf,Haozhe An; Christabel Acquaye; Colin Wang; Zongxia Li; Rachel Rudinger,2024,"Do Large Language Models Discriminate in Hiring Decisions on the Basis of Race, Ethnicity, and Gender?",Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 2: Short Papers),,,386-397,10.18653/v1/2024.acl-short.37,https://aclanthology.org/2024.acl-short.37/,Association for Computational Linguistics,conference_paper,"Sesgo por nombres en LLM, contratación, raza/etnia/género, estudio audit","Estudio audit que manipula el nombre de pila de postulantes para medir discriminación del LLM en decisiones de contratación (V4[13] del manuscrito): favorece a postulantes blancos, con resultados sensibles al template del prompt. Evidencia de que los nombres funcionan como señal demográfica sesgada en LLM (misma familia de evidencia que R89 Nghiem).",C-13; C-14,YES,YES,"H. An, C. Acquaye, C. Wang, Z. Li, and R. Rudinger, “Do large language models discriminate in hiring decisions on the basis of race, ethnicity, and gender?,” in Proc. 62nd Annu. Meeting Assoc. Comput. Linguistics (Vol. 2: Short Papers), Bangkok, Thailand, 2024, pp. 386–397, doi: 10.18653/v1/2024.acl-short.37.",PDF oficial ACL Anthology (open access). Incorporado al corpus 2026-09-07 (R92); identidad verificada contra el Anthology y Crossref.
R93,SUPPORTING,Pawar-et-al-2025-Presumed-Cultural-Identity-How-Names-Shape-LLM-Responses-FindingsEMNLP.pdf,Siddhesh Milind Pawar; Arnav Arora; Lucie-Aimée Kaffee; Isabelle Augenstein,2025,Presumed Cultural Identity: How Names Shape LLM Responses,Findings of the Association for Computational Linguistics: EMNLP 2025,,,22147-22172,10.18653/v1/2025.findings-emnlp.1207,https://aclanthology.org/2025.findings-emnlp.1207/,Association for Computational Linguistics,conference_paper,"Identidad cultural presunta por nombres, LLM, personalización, estereotipos","V4[15] del manuscrito: los LLM asumen la identidad cultural del usuario a partir de su nombre en el prompt, con riesgo de misatribución y aplanamiento de identidades. Respaldaría la afirmación C-20 sobre asunciones sesgadas inducidas por el prompting con nombres (NO es un paper de mitigación — si la afirmación requiere límites de mitigación por prompt, el candidato topical real es Sivakumar et al. 2025, Findings EMNLP, DOI 10.18653/v1/2025.findings-emnlp.1008).",C-20,YES,YES,"S. M. Pawar, A. Arora, L.-A. Kaffee, and I. Augenstein, “Presumed cultural identity: How names shape LLM responses,” in Findings Assoc. Comput. Linguistics: EMNLP 2025, Suzhou, China, 2025, pp. 22147–22172, doi: 10.18653/v1/2025.findings-emnlp.1207.",PDF oficial ACL Anthology (open access). Incorporado al corpus 2026-09-07 (R93); identidad verificada contra el Anthology.
R94,SUPPORTING,Chen-et-al-2024-Humans-or-LLMs-as-the-Judge-Judgement-Bias-EMNLP.pdf,Guiming Hardy Chen; Shunian Chen; Ziche Liu; Feng Jiang; Benyou Wang,2024,Humans or LLMs as the Judge? A Study on Judgement Bias,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024),,,8301-8327,10.18653/v1/2024.emnlp-main.474,https://aclanthology.org/2024.emnlp-main.474/,Association for Computational Linguistics,conference_paper,"LLM-as-judge, sesgos del juez (misinformation oversight, género, autoridad, belleza), evaluación","V4[18] del manuscrito: estudio de sesgos de jueces humanos y LLM en evaluación — fundamenta la advertencia de que el LLM-as-judge (p. ej. dentro de DeepEval/G-Eval, C-15) puede estar sesgado y debe usarse con cautela. Título impreso en singular (""Judgement Bias"") pese al arXiv en plural.",C-15,YES,YES,"G. H. Chen, S. Chen, Z. Liu, F. Jiang, and B. Wang, “Humans or LLMs as the judge? A study on judgement bias,” in Proc. 2024 Conf. Empirical Methods Natural Language Processing (EMNLP), Miami, FL, USA, 2024, pp. 8301–8327, doi: 10.18653/v1/2024.emnlp-main.474.",PDF oficial ACL Anthology (open access). Incorporado al corpus 2026-09-07 (R94); identidad verificada contra el Anthology y Crossref.
R95,SUPPORTING,Kumar-et-al-2026-When-LLMs-are-Reliable-for-Judging-Empathic-Communication-NatMachIntell.pdf,Aakriti Kumar; Nalin Poungpeth; Diyi Yang; Erina Farrell; Bruce L. Lambert; Matthew Groh,2026,When large language models are reliable for judging empathic communication,Nature Machine Intelligence,8,2,173-185,10.1038/s42256-025-01169-6,https://www.nature.com/articles/s42256-025-01169-6,Springer Nature,journal_article,"Jueces LLM, comunicación empática, fiabilidad, acuerdo con humanos","Candidato aprobado para el vacío C-31 (acuerdo interevaluador): cuándo es fiable usar LLMs para juzgar comunicación empática frente a jueces humanos. NOTA DE AÑO: el registro Crossref y la portada del PDF imprimen 2026 (vol. 8, febrero 2026; online 11-feb-2026) — se cataloga como 2026, no 2025.",C-31,YES,YES,"A. Kumar, N. Poungpeth, D. Yang, E. Farrell, B. L. Lambert, and M. Groh, “When large language models are reliable for judging empathic communication,” Nature Machine Intelligence, vol. 8, no. 2, pp. 173–185, 2026, doi: 10.1038/s42256-025-01169-6.","Versión de registro (VoR) CC BY 4.0, PDF oficial nature.com. Incorporado al corpus 2026-09-07 (R95)."
R96,SUPPORTING,Marzi-et-al-2024-K-Alpha-Calculator-Krippendorff-MethodsX.pdf,Giacomo Marzi; Marco Balzano; Davide Marchiori,2024,K-Alpha Calculator–Krippendorff's Alpha Calculator: A user-friendly tool for computing Krippendorff's Alpha inter-rater reliability coefficient,MethodsX,12,,102545,10.1016/j.mex.2023.102545,https://doi.org/10.1016/j.mex.2023.102545,Elsevier BV,journal_article,"Krippendorff alpha, fiabilidad inter-evaluador, herramienta de cálculo","Candidato aprobado para el vacío C-31 (acuerdo interevaluador / Krippendorff): presenta K-Alpha Calculator, herramienta para computar el coeficiente alfa de Krippendorff — referente metodológico para reportar fiabilidad entre jueces (humanos y LLM).",C-31,YES,YES,"G. Marzi, M. Balzano, and D. Marchiori, “K-Alpha Calculator–Krippendorff’s alpha calculator: A user-friendly tool for computing Krippendorff’s alpha inter-rater reliability coefficient,” MethodsX, vol. 12, Art. no. 102545, 2024, doi: 10.1016/j.mex.2023.102545.","VoR gold OA CC BY 4.0; el PDF del editor bloquea bots, se obtuvo la VoR vía Europe PMC (PMC11636850). Incorporado al corpus 2026-09-07 (R96)."
R97,SUPPORTING,Mitchell-et-al-2019-Model-Cards-for-Model-Reporting-FAccT-arXiv1810.03993.pdf,Margaret Mitchell; Simone Wu; Andrew Zaldivar; Parker Barnes; Lucy Vasserman; Ben Hutchinson; Elena Spitzer; Inioluwa Deborah Raji; Timnit Gebru,2019,Model Cards for Model Reporting,"Proceedings of the Conference on Fairness, Accountability, and Transparency (FAT* '19)",,,220-229,10.1145/3287560.3287596,https://doi.org/10.1145/3287560.3287596,ACM,conference_paper,"Documentación de modelos, transparencia, model cards, rendimiento por grupos demográficos","Fuente principal de C-18 (Model Cards): fichas estandarizadas para documentar modelos — propósito, rendimiento evaluado por subgrupos y consideraciones éticas del despliegue. Pareja metodológica con R98 (Datasheets).",C-18,YES,YES,"M. Mitchell, S. Wu, A. Zaldivar, P. Barnes, L. Vasserman, B. Hutchinson, E. Spitzer, I. D. Raji, and T. Gebru, “Model cards for model reporting,” in Proc. Conf. Fairness, Accountability, and Transparency (FAT* '19), Atlanta, GA, USA, 2019, pp. 220–229, doi: 10.1145/3287560.3287596.","Texto FAT* '19 tras paywall ACM; archivo = preprint oficial arXiv:1810.03993v2 (ene-2019; mismo contenido y autores). Incorporado al corpus 2026-09-07 (R97). Referencia bibliográfica = publicación final (FAT* '19, ACM); PDF del corpus = copia de lectura/provenance (arXiv:1810.03993v2; texto ACM tras paywall)."
R98,SUPPORTING,Gebru-et-al-2021-Datasheets-for-Datasets-CACM-arXiv1803.09010.pdf,Timnit Gebru; Jamie Morgenstern; Briana Vecchione; Jennifer Wortman Vaughan; Hanna Wallach; Hal Daumé III; Kate Crawford,2021,Datasheets for Datasets,Communications of the ACM,64,12,86-92,10.1145/3458723,https://doi.org/10.1145/3458723,ACM,journal_article,"Datasheets, documentación de datasets, sesgos en datos, procedencia","C-18: complemento metodológico de R97 — hojas de datos estandarizadas que documentan motivación, composición, recolección, usos previstos y limitaciones de un dataset (base para documentar el corpus y los datos de entrenamiento del sistema).",C-18,YES,YES,"T. Gebru, J. Morgenstern, B. Vecchione, J. W. Vaughan, H. Wallach, H. Daumé III, and K. Crawford, “Datasheets for datasets,” Communications of the ACM, vol. 64, no. 12, pp. 86–92, Dec. 2021, doi: 10.1145/3458723.","Versión CACM tras paywall; archivo = preprint oficial arXiv:1803.09010 (v10, dic-2021; mismo contenido y autores). Incorporado al corpus 2026-09-07 (R98). Referencia bibliográfica = publicación final (CACM 64(12)); PDF del corpus = copia de lectura/provenance (arXiv:1803.09010 v10; texto ACM tras paywall)."
R99,SUPPORTING,LOPDP-2021-Ley-Organica-de-Proteccion-de-Datos-Personales-RO-Suplemento-459.pdf,Asamblea Nacional del Ecuador,2021,Ley Orgánica de Protección de Datos Personales,Registro Oficial del Ecuador,,Quinto Suplemento No. 459,,"N/A (fuente legal, sin DOI)",https://repositorio.consejodecomunicacion.gob.ec/handle/CONSEJO_REP/246,Estado ecuatoriano (Registro Oficial),legal_document,"Protección de datos personales, datos sensibles, sanciones, transferencia internacional","Fuente legal ecuatoriana (exenta de cuartil) para C-08 (régimen sancionatorio hasta 1% del volumen de facturación por infracciones graves) y C-17 (privacidad por diseño: licitud, minimización, categorías especiales de datos, bloqueo de transferencia internacional). NO respalda C-03b: la provisión líquida SEPS del 100% es norma prudencial ajena a la LOPDP.",C-08; C-17,YES,N/A (ley sin DOI; texto oficial impreso verificado),"Ley Orgánica de Protección de Datos Personales, Quinto Suplemento del Registro Oficial No. 459, 26 de mayo de 2021 (Ecuador).","PDF oficial del repositorio del Consejo de Comunicación (gob.ec): portada impresa 'Quinto Suplemento del Registro Oficial No. 459, 26 de mayo de 2021', 40 pp. Incorporada al corpus 2026-09-07 (R99)."
